,DENOMINAZIONE,ID,INDIRIZZO,COMUNE,PROVINCIA,COMUNITA DI VALLE,NAZIONE,SITO INTERNET,LATITUDINE,LONGITUDINE,ALTITUDINE,CATEGORIA 1,CATEGORIA 2,CODICE ACCESSIBILITA' 1,CODICE ACCESSIBILITA' 2,CODICE ACCESSIBILITA' 3,CODICE ACCESSIBILITA' 4,CODICE ACCESSIBILITA' 5,CODICE ACCESSIBILITA' 6,CODICE ACCESSIBILITA' 7,CODICE ACCESSIBILITA' 8,CODICE ACCESSIBILITA' 9,CODICE ACCESSIBILITA' 10,CODICE ACCESSIBILITA' 11,CODICE ACCESSIBILITA' 12,CODICE ACCESSIBILITA' 13,CODICE ACCESSIBILITA' 14,CODICE ACCESSIBILITA' 15,CODICE ACCESSIBILITA' 16,CODICE ACCESSIBILITA' 17,CODICE ACCESSIBILITA' 18,DATA ULTIMA MODIFICA,DATA RILEVAZIONE
52,ALLA SCALETTA,243,"VIA SANTA MARIA MADDALENA, 7",Trento,TN,Territorio Val D'adige,Italia,,46.06861,11.1261711,200.0,Bar,,AI-6d,AE-3cf,AE-3abde,AI-6p,AI-6fg,AE-1abc,AI-5c,AI-6r,,,,,,,,,,,2013-01-31 11:14:00.8,2013-01-30
53,ALMAC Associazione per la Lotta alle Malattie Cardiovascolari,1499,"VIA SIGHELE, 5",Trento,TN,Territorio Val D'adige,Italia,,46.060606,11.123717,200.0,Associazioni,,AI-5fb,AI-5fa,AI-5f,AI-5c,AE-3cf,AE-3abde,AE-2b,AE-2a,AE-1abc,,,,,,,,,,2019-06-25 12:06:51.906,2019-06-10
54,AMBULATORI MEDICI,1116,"VIA DEI COLLI, 1",Trento,TN,Territorio Val D'adige,Italia,,46.04892,11.145598,0.0,Ambulatori Medici,,AI-6o,AE-3abde,AI-5fb,AI-5fa,AE-2b,AE-1abc,AI-6i,AI-5f,AE-2a,AI-6l,AI-6e,AE-3cf,AI-5b,AI-6d,AI-6p,,,,2017-11-15 16:43:33.274,2013-05-07
55,AMBULATORIO - STUDIO MEDICO DI MEDICINA GENERALE,110,"VIA SAN MARTINO, 11 INT. 1-14",Trento,TN,Territorio Val D'adige,Italia,,46.07391,11.125417,250.0,Ambulatori Medici,,AI-6d,AE-3cf,AE-3abde,AI-6l,AI-6i,AI-6fg,AI-6e,AI-6bc,AI-6ad,AE-1abc,,,,,,,,,2013-01-07 10:58:35.786,2009-10-06
56,AMBULATORIO COMUNALE,1318,"PIAZZA OVENO, 15 FRAZ. SOPRAMONTE",Trento,TN,Territorio Val D'adige,Italia,www.comune.trento.it,46.070925,11.058696,0.0,Ambulatori Medici,,AE-3abde,AI-5fb,AI-6fg,AI-5fa,AI-6r,AE-2b,AE-1abc,AI-6i,AI-5f,AE-2a,AI-6l,AI-6e,AE-3cf,AI-6p,AI-6d,,,,2013-12-09 10:30:09.967,2013-12-04
57,AMERICAN BAR FEELING,242,"VIA 1°ANDRONA DI BORGONUOVO, 20",Trento,TN,Territorio Val D'adige,Italia,,46.06594,11.123804,180.0,Bar,,AE-3cf,AE-3abde,AE-1abc,AE-2d,AI-6l,AI-6bc,AI-6fg,AI-6p,AI-6r,AI-6i,AI-6e,AI-6d,AI-6ad,,,,,,2013-01-17 16:11:57.583,2013-01-14
58,AMPLIFON spa,338,"VIA CAVOUR, 45",Trento,TN,Territorio Val D'adige,Italia,www.amplifon.it,46.0678737,11.1208306,180.0,Apparecchi Acustici,,AE-3cf,AE-3abde,AE-1abc,AE-2d,AE-2a,,,,,,,,,,,,,,2013-01-31 11:29:58.807,2013-01-30
59,AMPLIFON,711,"VIA BRENNERO, 10",Trento,TN,Territorio Val D'adige,Italia,,46.0890331,11.1190693,200.0,Ortopedie e Sanitarie,,AE-3cf,AE-3abde,,,,,,,,,,,,,,,,,2011-05-25 12:38:40,2010-08-04
60,AMPLIFON,722,"PIAZZA DEL TRIDENTE, 10",Trento,TN,Territorio Val D'adige,Italia,www.amplifon.it,46.0865713,11.1186229,200.0,Apparecchi Acustici,,AE-3cf,AE-3abde,AE-1abc,,,,,,,,,,,,,,,,2011-05-25 13:53:38,2010-07-29
61,AMS Attrezzature Medico Sanitarie,341,"VIA DEGASPERI, 34/3",Trento,TN,Territorio Val D'adige,Italia,www.amstrento.it,46.0508949,11.1222815,180.0,Ortopedie e Sanitarie,,AI-6d,AI-5g,AE-3cf,AE-3abde,AI-6fg,AI-6e,AI-6bc,AI-6ad,,,,,,,,,,,2010-06-16 14:43:37,2010-05-17
62,ANED - ASSOCIAZIONE NAZIONALE EMODIALIZZATI DIALISI E TRAPIANTO,524,"VIA BRONZETTI, 29",Trento,TN,Territorio Val D'adige,Italia,www.aned-onlus.it,46.058677,11.121518,200.0,Associazioni,,AI-6d,AE-3cf,AE-3abde,AI-6fg,AE-1abc,AI-6l,AI-6i,AI-6e,AI-5fa,AI-5f,AE-2d,AI-5fb,AE-2b,AE-2a,AI-6p,AI-6r,,,2019-06-13 10:03:34.62,2010-07-16
63,ANTICA TRATTORIA AI TRE GAROFANI,726,"VIA MAZZINI, 33",Trento,TN,Territorio Val D'adige,Italia,www.aitregarofani.com,46.0658117,11.1229181,200.0,Ristoranti,,AI-6d,AE-3cf,AE-3abde,AE-2d,AI-6r,AI-6fg,AE-1abc,,,,,,,,,,,,2013-01-23 14:05:31.483,2013-01-22
64,ANTICO CAFFE' COMMERCIO,1078,"VIA MANTOVA, 39",Trento,TN,Territorio Val D'adige,Italia,,46.06766,11.12412,0.0,Bar,,AE-2c,AE-3cf,AE-3abde,,,,,,,,,,,,,,,,2013-03-11 15:44:16.237,2010-09-13
65,APAN Associazione Provinciale Amici della Nefrologia,1498,"VIA SIGHELE, 5",Trento,TN,Territorio Val D'adige,Italia,www.apantrentino.it,46.060606,11.123717,200.0,Associazioni,,AI-5fb,AI-5fa,AI-5f,AI-5c,AE-3cf,AE-3abde,AE-2b,AE-2a,AE-1abc,,,,,,,,,,2019-06-25 12:00:32.143,2019-06-10
66,AQUILA D'ORO,801,"VIA BELENZANI, 76",Trento,TN,Territorio Val D'adige,Italia,www.aquiladoro.it,46.0678255,11.1214588,200.0,Alberghi / Hotel,Bed & Breakfast,AI-6d,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AI-6l,AI-6i,AI-6fg,AI-6e,AE-1abc,AI-8i,AI-8a,AI-8n,AI-8p,AI-8efg,AI-8h,AI-8cd,2016-03-17 10:07:43.935,2013-01-16
67,ARCI DEL TRENTINO,101,"VIA S. MARTINO, 35",Trento,TN,Territorio Val D'adige,Italia,wwww.arcideltrentino.it,46.073523,11.125462,216.0,Associazioni,,AI-5c,AE-3cf,AE-3abde,AE-1abc,AI-6i,AI-6fg,AI-6d,,,,,,,,,,,,2013-01-07 10:24:35.07,2009-11-05
68,ARCIGAY DEL TRENTINO,293,"Via al Torrione, 6",Trento,TN,Territorio Val D'adige,Italia,www.arcigay.it,46.065148,11.122281,180.0,Associazioni,,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AI-6r,AI-6p,AI-6l,AI-6i,AI-6fg,AI-6e,AI-6d,AI-6bc,AI-6ad,AE-2b,AE-2a,AE-1abc,AE-2d,2019-06-05 12:23:33.224,2010-05-14
69,ARCILESBICA TRENTINO ALTOADIGE ,1494,"Via al Torrione, 6",Trento,TN,Territorio Val D'adige,Italia,,46.065148,11.122281,200.0,Associazioni,,AI-6r,AI-6p,AI-6l,AI-6i,AI-6fg,AI-6e,AI-6d,AI-6bc,AI-6ad,AE-3cf,AE-3abde,AI-5fb,AI-5fa,AI-5f,AE-1abc,AE-2d,AE-2b,AE-2a,2019-06-05 13:50:24.36,2019-06-03
70,ARCOIRIS ONLUS ,292,"Via al Torrione, 6",Trento,TN,Territorio Val D'adige,Italia,www.arcoiris-onlus.it,46.065148,11.122281,180.0,Associazioni,,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AE-1abc,AE-2d,AI-6r,AI-6p,AI-6l,AI-6i,AI-6fg,AI-6e,AI-6d,AI-6bc,AI-6ad,AE-2b,AE-2a,2019-06-05 12:07:33.07,2010-05-21
71,ARGO - CENTRA (Galleria d'Arte e Centro Studi e Documentazione Arte Moderna e Contemporanea),401,"Via II Androna di Borgonuovo, 3",Trento,TN,Territorio Val D'adige,Italia,www.argo-centra.com,46.065588,11.123327,200.0,Gallerie arte,,AE-3cf,AE-3abde,AE-1abc,,,,,,,,,,,,,,,,2013-01-10 10:48:59.614,2013-01-09
72,ARTE BOCCANERA CONTEMPORANEA,348,VIA MILANO 128/130,Trento,TN,Territorio Val D'adige,Italia,,46.0625754,11.13026,180.0,Gallerie arte,,AE-3cf,AE-3abde,AE-1abc,AE-2c,,,,,,,,,,,,,,,2010-06-22 12:31:30,2010-05-05
73,ARTE-SAN snc,500,"VIA PASUBIO, 3",Trento,TN,Territorio Val D'adige,Italia,,46.0587878,11.1331758,185.0,Ortopedie e Sanitarie,,AI-5eb,AI-5e,AI-5ea,AI-5d,AE-3abde,AE-1abc,AE-2c,AE-3cf,,,,,,,,,,,2017-11-17 10:13:57.724,2009-11-19
74,ASSESSORATO ALLA SOLIDARIETA' INTERNAZIONALE E ALLA CONVIVENZA,691,"VIA GAZZOLETTI, 2",Trento,TN,Territorio Val D'adige,Italia,wwww.provincia.tn.it,46.0716931,11.1225533,200.0,Uffici Pubblici,,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AI-6bc,AE-1abc,AE-2a,AI-6ad,AI-6d,,,,2013-03-01 15:08:37.682,2013-01-14
75,ASSOCIAZIONE ACHIPE,1496,"VIA BRONZETTI, 29",Trento,TN,Territorio Val D'adige,Italia,www.achipetn.org,46.058677,11.121518,0.0,Associazioni,,AE-3abde,AI-5fb,AI-6fg,AI-5fa,AE-2d,AE-1abc,AE-2b,AI-6r,AI-6i,AE-2a,AI-5f,AI-6l,AI-6e,AE-3cf,AI-6p,AI-6d,,,2019-06-24 10:57:59.947,2019-06-10
76,ASSOCIAZIONE ALISEI - Centro Progetto '92,1497,"VIA BRONZETTI, 29",Trento,TN,Territorio Val D'adige,Italia,www.progetto92.it,46.065148,11.122281,200.0,Associazioni,,AI-6fg,AI-6e,AI-6d,AE-3cf,AE-3abde,AI-5fb,AI-5fa,AI-5f,AE-1abc,AE-2d,AE-2b,AE-2a,AI-6r,AI-6p,AI-6l,AI-6i,,,2019-06-24 10:56:46.96,2019-06-10
77,ASSOCIAZIONE BANCA DEL TEMPO,509,"VIA BRONZETTI, 29",Trento,TN,Territorio Val D'adige,Italia,www.bancatempotrento.it,46.058677,11.121518,200.0,Associazioni,,AI-6d,AE-3abde,AI-6p,AE-2b,AI-6l,AI-6i,AI-6e,AI-5fb,AI-5fa,AI-5f,AE-2d,AE-1abc,AE-2a,AI-6r,AI-6fg,AE-3cf,,,2019-06-24 10:24:31.152,2010-07-27
78,ASSOCIAZIONE CANCRO - ALTERNATIVE PER VIVERE ONLUS,527,"VIA BRONZETTI, 29",Trento,TN,Territorio Val D'adige,Italia,www.alternativepervivere.com,46.058677,11.121518,200.0,Associazioni,,AI-6d,AE-3cf,AE-3abde,AI-6p,AI-6fg,AI-6l,AI-6i,AI-6e,AI-5fb,AI-5fa,AI-5f,AE-2d,AE-2b,AE-1abc,AE-2a,AI-6r,,,2019-06-13 10:33:52.57,2010-07-16
79,ASSOCIAZIONE DEI REDICOI - REVERSI POLICARPI,103,"VIA SAN MARTINO, 47",Trento,TN,Territorio Val D'adige,Italia,,46.0733165,11.1254664,216.0,Associazioni,,AI-6d,AE-3cf,AI-6l,AI-6i,AI-6fg,AI-6e,AI-6bc,AI-6ad,AE-1abc,AE-3abde,,,,,,,,,2013-01-07 10:39:18.825,2009-10-05
80,ASSOCIAZIONE LIFE - CENTRO SPORTIVO,352,"VIA DON ARCANGELO RIZZI, 6",Trento,TN,Territorio Val D'adige,Italia,www.centrosportivolife.com,46.067043,11.120071,200.0,Impianti Sportivi,,AI-6d,AI-5c,AE-3cf,AE-3abde,AI-6l,AI-6p,AI-6i,AI-6r,AE-2e,AI-6fg,AI-6e,AE-1abc,AE-2a,,,,,,2013-01-23 12:37:38.722,2013-01-22
81,ASSOCIAZIONE NADIR ,523,"VIA BRONZETTI, 29",Trento,TN,Territorio Val D'adige,Italia,www.nadironlus.it,46.058677,11.121518,200.0,Associazioni,,AI-6d,AE-3cf,AI-6fg,AE-1abc,AI-5fb,AI-5fa,AE-2d,AE-2b,AI-6i,AI-5f,AI-6l,AI-6e,AE-3abde,AE-2a,AI-6p,AI-6r,,,2019-06-13 09:50:24.247,2010-07-16
82,ASSOCIAZIONE TRENTINI NEL MONDO,528,"VIA MALFATTI, 1",Trento,TN,Territorio Val D'adige,Italia,www.trentininelmondo.it,46.0615846,11.1260785,200.0,Associazioni,,AI-6d,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AI-6p,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AE-1abc,AE-2d,,,,,2011-04-07 14:30:05,2010-07-16
83,AUDIOLOGIA,755,"VIA PIAVE, 18",Trento,TN,Territorio Val D'adige,Italia,www.audiologia.iaps.tn.it,46.0641212,11.127659,200.0,Ambulatori Medici,Apparecchi Acustici,AE-3cf,AE-3abde,AE-2d,,,,,,,,,,,,,,,,2011-05-27 12:07:49,2010-07-14
84,AUDITORIUM - APSS ,747,"VIALE VERONA,""",Trento,TN,Territorio Val D'adige,Italia,,46.0577763,11.1279189,200.0,Teatri e Auditorium,,AI-6d,AE-3cf,AE-3abde,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AI-6bc,AI-6ad,,,,,,,,,2011-05-26 14:24:11,2010-07-13
85,AUDITORIUM SANTA CHIARA,149,"VIA SANTA CROCE,"" 67",Trento,TN,Territorio Val D'adige,Italia,www.centrosantachiara.it,46.0638997,11.1234869,235.0,Centri e sale culturali,,AI-6d,AI-5d,AE-3cf,AI-6i,AI-6fg,AI-6e,AE-1abc,AE-3abde,AI-6l,AI-6bc,AI-6o,AI-6p,AI-6ad,,,,,,2017-11-16 10:46:17.458,2016-05-03
86,AUDITORIUM VANEZE,1322,"STRADA DI VANEZE, 11 LOCALITA' VANEZE",Trento,TN,Territorio Val D'adige,Italia,www.discovertrento.it,46.051322,11.073052,0.0,Centri e sale culturali,Teatri e Auditorium,AI-6bc,AI-6r,AE-3abde,AI-6fg,AE-3cf,AI-6ad,AI-6d,,,,,,,,,,,,2015-03-02 15:31:11.79,2013-12-04
87,AUSER TRENTO onlus Associazione per l'autogestione dei servizi e la solidarietà,696,"VIA BRONZETTI,"" 29",Trento,TN,Territorio Val D'adige,Italia,www.auser.it,46.058677,11.121518,200.0,Associazioni,,AI-6d,AI-5fa,AI-5f,AE-3cf,AE-3abde,AI-6e,AI-5fb,AI-6fg,AE-2d,AE-2b,AI-6i,AI-6l,AI-6p,AE-1abc,AE-2a,AI-6r,,,2020-06-30 11:55:47.509,2010-07-16
88,AUTORIMESSA EUROPA,274,"VIA ROGGIA GRANDE, 20",Trento,TN,Territorio Val D'adige,Italia,,46.0678222,11.1247683,185.0,Parcheggi,,AE-1abc,,,,,,,,,,,,,,,,,,2010-12-22 09:58:09,2010-04-26
89,AUTOSTAZIONE,266,VIA POZZO,Trento,TN,Territorio Val D'adige,Italia,www.ttesercizio.it,46.070793,11.119393,165.0,Stazioni,,AI-6d,AE-3cf,AE-3abde,AI-6p,AI-6l,AI-6fg,AI-6e,AI-6bc,AI-6ad,AE-1abc,AI-6r,,,,,,,,2013-02-04 09:40:57.236,2013-02-01
90,AVVOCATURA DELLA PROVINCIA,787,"PIAZZA DANTE, 15",Trento,TN,Territorio Val D'adige,Italia,wwww.provincia.tn.it,46.072283,11.1207961,200.0,Uffici Pubblici,,AI-6d,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AE-1abc,,,,,,,2011-05-30 12:56:09,2010-06-30
91,"AZIENDA PER IL TURISMO TRENTO, MONTE BONDONE, VALLE DEI LAGHI",152,"PIAZZA DELLA PORTELLA, 3",Trento,TN,Territorio Val D'adige,Italia,www.apt.trento.it,46.0696,11.11864,234.0,Agenzie viaggi e Promozione Turistica,,AE-3cf,AE-3abde,AE-1abc,,,,,,,,,,,,,,,,2013-05-03 12:08:12.294,2013-01-21
92,"AZIENDA PER IL TURISMO TRENTO, MONTE BONDONE, VALLE DEI LAGHI",86,"PIAZZA DANTE, 24",Trento,TN,Territorio Val D'adige,Italia,www.apt.trento.it,46.06974,11.121573,211.0,Agenzie viaggi e Promozione Turistica,,AE-3cf,AE-3abde,AE-2d,AE-1abc,,,,,,,,,,,,,,,2019-05-02 10:31:14.144,2017-04-26
93,AZIENDA PROVINCIALE PER L'ENERGIA,674,"VIA GILLI, 4 C/O CENTRO NORD EST",Trento,TN,Territorio Val D'adige,Italia,www.provincia.tn.it,46.0906942,11.118853,200.0,Uffici Pubblici,,AI-6d,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AE-1abc,AE-2d,AE-2a,,,,,2011-05-23 12:55:40,2010-06-18
94,Agenzia del Lavoro di Trento - sede centrale,364,"Via Guardini, 75",Trento,TN,Territorio Val D'adige,Italia,www.agenzialavoro.tn.it,46.094579,11.1176606,200.0,Uffici Pubblici,,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AE-2a,,,,,,,,,,,,,2010-08-03 14:59:12,2010-07-29
95,Agenzia delle Entrate,363,"Via Brennero, 133",Trento,TN,Territorio Val D'adige,Italia,www.agenziaentrate.it,46.088087,11.1172982,200.0,Uffici Pubblici,,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AE-1abc,AE-2d,,,,,,,,,,,,2010-08-03 14:33:56,2010-07-30
96,Alpina Tourdolomit,398,"Via San Marco, 19",Trento,TN,Territorio Val D'adige,Italia,www.alpina-tourdolomit.com,46.0702565,11.1253927,200.0,Agenzie viaggi e Promozione Turistica,,AE-3cf,AE-3abde,AE-1abc,,,,,,,,,,,,,,,,2013-01-28 11:21:56.314,2013-01-25
97,Archivio Notarile Distrettuale,362,"Corso Buonarroti, 53",Trento,TN,Territorio Val D'adige,Italia,www.giustizia.it,46.073301,11.1181218,200.0,Uffici Pubblici,,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AE-1abc,,,,,,,,,,,,,2010-08-03 14:23:33,2010-07-30
98,Area Archeologica di Palazzo Lodron,439,"Piazza Lodron, 31",Trento,TN,Territorio Val D'adige,Italia,www.trentinocultura.net,46.0679041,11.12269,200.0,Musei,,AI-5fa,AI-5f,AE-3cf,AE-1abc,AE-3abde,AI-5fb,,,,,,,,,,,,,2018-07-12 13:56:54.806,2013-01-04
99,Associazione Agriturismo Trentino,296,"Via Jacopo Aconcio, 13",Trento,TN,Territorio Val D'adige,Italia,www.agriturismotrentino.com,46.074522,11.1225305,180.0,Associazioni,,AE-3cf,AE-3abde,AE-1abc,AE-2c,,,,,,,,,,,,,,,2010-06-08 11:53:43,2010-05-21
100,Associazione Alzheimer Trento onlus,294,"Via al Torrione, 6",Trento,TN,Territorio Val D'adige,Italia,www.alzheimertrento.org,46.065148,11.122281,180.0,Associazioni,,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AE-1abc,AE-2d,AE-2b,AE-2a,AI-6fg,AI-6r,AI-6bc,AI-6i,AI-6l,AI-6e,AI-6p,AI-6d,AI-6ad,2019-06-05 11:05:16.25,2010-05-18
101,Associazione Parkinson,508,"VIA BRONZETTI, 29",Trento,TN,Territorio Val D'adige,Italia,www.parkinson-trento.it,46.058677,11.121518,200.0,Associazioni,,AI-6d,AE-3cf,AI-6p,AI-6i,AI-6fg,AI-6l,AI-6e,AI-5fb,AI-5fa,AE-2b,AI-5f,AE-1abc,AE-2d,AE-2a,AI-6r,AE-3abde,,,2020-06-30 10:59:22.515,2010-07-27
102,Atelier d'Arte - Studio di esposizione permanente,488,"Via Giovanelli, 35",Trento,TN,Territorio Val D'adige,Italia,,46.0641872,11.1312581,200.0,Gallerie arte,,AE-3cf,AE-3abde,AE-1abc,,,,,,,,,,,,,,,,2010-09-17 14:31:32,2010-07-14
103,Audiometrica Trentina,492,"Via San Bernardino, 14/2",Trento,TN,Territorio Val D'adige,Italia,,46.0641714,11.1292017,200.0,Apparecchi Acustici,,AI-5b,AE-3cf,AE-3abde,AE-1abc,,,,,,,,,,,,,,,2010-09-21 12:39:51,2010-07-14
104,B & B ADA,803,"VIA MAZZINI, 4",Trento,TN,Territorio Val D'adige,Italia,www.bbada.it,46.066297,11.122649,200.0,Bed & Breakfast,,AE-3cf,AI-8i,AI-8n,AI-8efg,AI-8cd,AI-8a,AI-7bcdef,AI-7a,AE-2a,AE-3abde,,,,,,,,,2016-03-17 11:01:09.38,2013-01-11
105,B & B ANNA,802,"VIA MILANO, 12",Trento,TN,Territorio Val D'adige,Italia,,46.0599099,11.1170455,200.0,Bed & Breakfast,,AI-5b,AE-3cf,AE-3abde,AI-7bcdef,AI-7a,AI-8a,AI-8p,AI-8h,AI-8n,AI-8i,AI-8cd,,,,,,,,2016-03-17 10:53:43.569,2010-09-06
106,B & B CAFFE' CITTA',30,"PIAZZA CESARE BATTISTI, 10",Trento,TN,Territorio Val D'adige,Italia,,46.06951,11.12374,214.0,Bar,,AI-6d,AE-3cf,AE-3abde,AI-6l,AI-6i,AI-6fg,AI-6e,AI-6bc,AI-6ad,AE-1abc,AI-6p,AI-6r,,,,,,,2013-01-14 08:51:48.831,2013-01-11
107,B & B CASA POMPERMAIER,804,"VIA ALDO SCHMIDT, 5",Trento,TN,Territorio Val D'adige,Italia,www.casapompermaier.it,46.05687,11.12548,200.0,Bed & Breakfast,,AE-3cf,AE-3abde,AI-7bcdef,AI-7a,AI-8efg,AI-8a,AI-8n,AI-8i,AI-8cd,AE-2c,AE-2a,,,,,,,,2016-03-17 11:15:46.209,2010-08-27
108,BAGNI PUBBLICI,83,PIAZZA DANTE,Trento,TN,Territorio Val D'adige,Italia,,46.06824,11.12146,210.0,Servizi Igienici,,AI-6d,AE-3cf,AE-3abde,AI-6l,AI-6i,AI-6e,AE-1abc,AI-6fg,AI-6ad,AI-6r,AI-6bc,AE-2d,AI-6p,,,,,,2018-05-14 15:26:46.886,2013-01-16
109,BANCA BOVIO CALDERARI GRUPPO BANCA SELLA,265,VIA POZZO,Trento,TN,Territorio Val D'adige,Italia,,46.07056,11.12037,163.0,Bancomat,,AE-1abc,,,,,,,,,,,,,,,,,,2010-05-13 07:55:41,2010-03-30
110,BANCA DI TRENTO E BOLZANO,165,"VIA MANTOVA, 19",Trento,TN,Territorio Val D'adige,Italia,www.btbonline.it,46.06802,11.12369,173.0,Bancomat,,AE-4h,AE-1abc,AE-2d,,,,,,,,,,,,,,,,2013-01-31 14:30:23.519,2013-01-24
111,BANCA DI TRENTO E BOLZANO,172,"VIA TRAVAI, 236",Trento,TN,Territorio Val D'adige,Italia,,46.06473,11.12315,195.0,Bancomat,,AE-4h,AE-1abc,,,,,,,,,,,,,,,,,2010-12-17 15:19:49,2010-02-02
112,BANCA INTESA,314,"VIA GOCCIADORO, 20/22",Trento,TN,Territorio Val D'adige,Italia,,46.0555133,11.1325223,180.0,Bancomat,,AE-4h,AE-3cf,AE-3abde,AE-1abc,,,,,,,,,,,,,,,2010-12-17 15:22:48,2010-05-25
113,BANCA INTESA,47,"VIA ORIOLA, 36",Trento,TN,Territorio Val D'adige,Italia,,46.06854,11.12075,228.0,Bancomat,,AE-4h,AE-1abc,,,,,,,,,,,,,,,,,2010-12-17 15:24:00,2009-11-12
114,BANCA NAZIONALE DEL LAVORO,272,"PIAZZA DANTE, 1",Trento,TN,Territorio Val D'adige,Italia,,46.07265,11.11985,185.0,Bancomat,,AE-4h,AE-3cf,AE-3abde,AE-1abc,AE-2d,,,,,,,,,,,,,,2010-12-17 15:25:39,2010-03-23
115,BANCA POPOLARE DEL TRENTINO,169,"VIA S. CROCE, 43",Trento,TN,Territorio Val D'adige,Italia,,46.06388,11.12348,188.0,Bancomat,,AE-4h,,,,,,,,,,,,,,,,,,2010-12-21 09:34:28,2010-01-29
116,BANCA POPOLARE DEL TRENTINO,317,"VIA VITTORIO VENETO, 18",Trento,TN,Territorio Val D'adige,Italia,,46.057739,11.120795,180.0,Bancomat,,AE-4h,AE-1abc,,,,,,,,,,,,,,,,,2011-03-21 10:11:40,2010-05-17
117,BANCA POPOLARE DEL TRENTINO,327,"VIA BOLGHERA, 38",Trento,TN,Territorio Val D'adige,Italia,,46.0583945,11.130563,180.0,Bancomat,,AE-4h,AE-3cf,AE-3abde,AE-1abc,AE-2d,,,,,,,,,,,,,,2010-12-17 15:28:53,2010-05-17
118,BANCA POPOLARE DI VICENZA,156,"VIA ROSMINI, 1",Trento,TN,Territorio Val D'adige,Italia,,46.06821,11.11862,213.0,Bancomat,,AE-4h,AE-1abc,,,,,,,,,,,,,,,,,2017-11-17 10:15:06.274,2010-01-26
119,BANCA POPOLARE TEDESCA - VOLKSBANK,175,VIA S. CROCE,Trento,TN,Territorio Val D'adige,Italia,www.bancapopolare.it,46.06402,11.12358,220.0,Bancomat,,AE-4h,AE-3cf,AE-3abde,AE-1abc,,,,,,,,,,,,,,,2017-11-17 10:16:14.8,2010-02-02
120,BANCA SELLA NORD EST BOVIO CALDERARI,187,"VIA PERINI, 20",Trento,TN,Territorio Val D'adige,Italia,,46.06056,11.12244,210.0,Bancomat,,AE-4h,AE-1abc,,,,,,,,,,,,,,,,,2013-01-07 15:51:19.732,2010-02-09
121,BANCA SELLA NORDEST BOVIO CALDERARI,164,"VIA OSS MAZZURANA, 59",Trento,TN,Territorio Val D'adige,Italia,,46.06823,11.12244,213.0,Bancomat,,AE-4h,AE-3cf,AE-3abde,AE-1abc,AE-2c,,,,,,,,,,,,,,2013-02-01 16:47:01.951,2013-02-01
122,BANCA SELLA NORDEST BOVIO CALDERARI,72,"VIA OSS MAZZURANA, 59",Trento,TN,Territorio Val D'adige,Italia,,46.06823,11.12244,213.0,Bancomat,,AE-4h,,,,,,,,,,,,,,,,,,2010-12-17 14:51:05,2009-11-11
123,BANCOMAT BANCA ANTONVENETA GRUPPO MONTEPASCHI,589,"VIA SAN SEVERINO, 7",Trento,TN,Territorio Val D'adige,Italia,,46.0653236,11.1140684,200.0,Bancomat,,AE-4h,,,,,,,,,,,,,,,,,,2011-04-08 14:33:17,2010-04-21
124,BANCOMAT BANCA DI TRENTO E BOLZANO,586,"VIALE VERONA, 128/A",Trento,TN,Territorio Val D'adige,Italia,,46.0535972,11.129761,200.0,Bancomat,,AE-4h,,,,,,,,,,,,,,,,,,2017-11-17 10:17:34.091,2010-05-17
125,BANCOMAT BANCA NAZIONALE DEL LAVORO,538,"VIA ROMAGNOSI,"" 9 - C/O CENTRO EUROPA",Trento,TN,Territorio Val D'adige,Italia,,46.0730641,11.1222183,200.0,Bancomat,,AE-4h,,,,,,,,,,,,,,,,,,2017-11-17 10:18:27.912,2010-07-23
126,BANCOMAT BANCA POPOLARE DEL TRENTINO,542,"VIA PETRARCA, 1/7",Trento,TN,Territorio Val D'adige,Italia,,46.0724524,11.1237509,200.0,Bancomat,,AE-4h,,,,,,,,,,,,,,,,,,2011-04-07 18:58:30,2010-07-07
127,BANCOMAT BANCA POPOLARE DEL TRENTINO,613,"VIA GUARDINI, 50",Trento,TN,Territorio Val D'adige,Italia,,46.0940657,11.1179657,200.0,Bancomat,,AE-4h,,,,,,,,,,,,,,,,,,2011-04-12 13:28:53,2010-08-06
